KUNNR,BELNR,ZUONR,BLART,BLDAT,NETDT,VERZN,S_DMBTR,SGTXT,XBLNR
200314,9974834592,9974834592,DG,20251222,2025-12-22 00:00:00,17,-700,"",PR_WN12_55_NKNR
200314,9974834989,9974834989,DG,20251222,2025-12-22 00:00:00,17,-4297.1,"",PR_WN12_45_NKNR
200314,9974834996,9974834996,DG,20251222,2025-12-22 00:00:00,17,-4272.85,"",PR_WN12_45_NKNR
200314,9974835005,9974835005,DG,20251222,2025-12-22 00:00:00,17,-3705.4,"",PR_WN12_42_NKNR
200314,9974835009,9974835009,DG,20251222,2025-12-22 00:00:00,17,-4151.6,"",PR_WN12_42_NKNR
200314,9974835029,9974835029,DG,20251222,2025-12-22 00:00:00,17,-4074,"",PR_WN12_45_NKNR
200314,9974835046,9974835046,DG,20251222,2025-12-22 00:00:00,17,-400,"",PR_WN12_65_NKNR
200314,9974835094,9974835094,DG,20251222,2025-12-22 00:00:00,17,-3802.4,"",PR_WN12_42_NKNR
200314,9974835545,9974835545,DG,20251222,2025-12-22 00:00:00,17,-720,"",PR_WN12_74_NKNR
200314,9974835547,9974835547,DG,20251222,2025-12-22 00:00:00,17,-1358,"",PR_WN12_74_NKNR
200314,9974835680,9974835680,DG,20251222,2025-12-22 00:00:00,17,-720,"",PR_WN12_55_NKNR
200314,9974835731,9974835731,DG,20251222,2025-12-22 00:00:00,17,-1358,"",PR_WN12_55_NKNR
200314,9974835769,9974835769,DG,20251222,2025-12-22 00:00:00,17,-700,"",PR_WN12_74_NKNR
200314,9974835834,9974835834,DG,20251222,2025-12-22 00:00:00,17,-1172.73,"",PR_WN12_68_NKNR
200314,9974836171,9974836171,DG,20251222,2025-12-22 00:00:00,17,-1522.9,"",PR_WN12_58_NKNR
200314,9974836172,9974836172,DG,20251222,2025-12-22 00:00:00,17,-400,"",PR_WN12_58_NKNR
200314,9974836175,9974836175,DG,20251222,2025-12-22 00:00:00,17,-375,"",PR_WN12_58_NKNR
200314,9974836190,9974836190,DG,20251222,2025-12-22 00:00:00,17,-600,"",PR_WN12_58_NKNR
200314,9974836493,9974836493,DG,20251222,2025-12-22 00:00:00,17,-375,"",PR_WN12_65_NKNR
200314,9974836542,9974836542,DG,20251222,2025-12-22 00:00:00,17,-775,"",PR_WN12_65_NKNR
200314,9974836547,9974836547,DG,20251222,2025-12-22 00:00:00,17,-600,"",PR_WN12_65_NKNR
200314,9974836552,9974836552,DG,20251222,2025-12-22 00:00:00,17,-700,"",PR_WN12_65_NKNR
200314,9974836635,9974836635,DG,20251222,2025-12-22 00:00:00,17,-480,"",PR_WN12_77_NKNR
200314,9974836824,9974836824,DG,20251222,2025-12-22 00:00:00,17,-600,"",PR_WN12_62_NKNR
200314,9974836827,9974836827,DG,20251222,2025-12-22 00:00:00,17,-1668.4,"",PR_WN12_65_NKNR
200314,9974837706,9974837706,DG,20251223,2025-12-23 00:00:00,16,-700,"",PR_WN12_58_NKNR
200314,9974837711,9974837711,DG,20251223,2025-12-23 00:00:00,16,-775,"",PR_WN12_58_NKNR
200314,9974837745,9974837745,DG,20251223,2025-12-23 00:00:00,16,-800,"",PR_WN12_80_NKNR
200314,9974837747,9974837747,DG,20251223,2025-12-23 00:00:00,16,-615,"",PR_WN12_80_NKNR
200314,9974837749,9974837749,DG,20251223,2025-12-23 00:00:00,16,-1668.4,"",PR_WN12_58_NKNR
200314,9974838337,9974838337,DG,20251223,2025-12-23 00:00:00,16,-800,"",PR_GR12_245_ONNR
200314,9974838391,9974838391,DG,20251223,2025-12-23 00:00:00,16,-6062.5,"",PR_GR12_247_ONNR
200314,9974838403,9974838403,DG,20251223,2025-12-23 00:00:00,16,-133883.28,"",PR_GR12_242_ONNR
200314,9974838556,9974838556,DG,20251223,2025-12-23 00:00:00,16,-59433.840000000004,"",PR_GR12_524_ONNR
200314,9974838707,9974838707,DG,20251223,2025-12-23 00:00:00,16,-8977.35,"",PR_GR12_527_ONNR
200314,9974839129,9974839129,DR,20251223,2026-01-22 00:00:00,-14,131216.5,"",SFA96702984
200314,9974839130,9974839130,DR,20251223,2026-01-22 00:00:00,-14,142203.66,"",SFA4906392
200314,9974839131,9974839131,DR,20251223,2026-01-22 00:00:00,-14,11710.57,"",FOC_96702985
200314,9974839263,9974839263,DG,20251223,2025-12-23 00:00:00,16,-2252.88,"",PR_GR12_547_ONNR
200314,9974839664,9974839664,DG,20251223,2025-12-23 00:00:00,16,-208,"",PR_GR12_239_ONNR
200314,9974842492,9974842492,DG,20251224,2025-12-24 00:00:00,15,-25900.57,"",PR_GR12_579_ONNR
200314,9974842557,9974842557,DG,20251224,2025-12-24 00:00:00,15,-50,"",PR_GR12_574_ONNR
200314,9974842655,9974842655,DG,20251224,2025-12-24 00:00:00,15,-1932.72,"",PR_GR12_590_ONNR
200314,9974842746,9974842746,DG,20251224,2025-12-24 00:00:00,15,-2425,"",PR_GR12_593_ONNR
200314,9974843183,9974843183,DG,20251224,2025-12-24 00:00:00,15,-717.3000000000001,"",PR_GR12_588_ONNR
200314,9974843358,9974843358,DG,20251224,2025-12-24 00:00:00,15,-4850,"",PR_GR12_597_ONNR
200314,9974845693,9974845693,DR,20251225,2026-01-24 00:00:00,-16,426610.99,"",SFA4906464
200314,9974845694,9974845694,DR,20251225,2026-01-24 00:00:00,-16,37172.13,"",SFA7900019
200314,9974845695,9974845695,DR,20251225,2026-01-24 00:00:00,-16,995425.64,"",SFA4906465
200314,9974846127,9974846127,DG,20251225,2025-12-25 00:00:00,14,-2762.89,"",SFA2300868
200314,9974846130,9974846130,DG,20251225,2025-12-25 00:00:00,14,-2696.76,"",SFA2300942
200314,9974846133,9974846133,DG,20251225,2025-12-25 00:00:00,14,-1742.94,"",SFA2300964
200314,9974846137,9974846137,DG,20251225,2025-12-25 00:00:00,14,-724.87,"",SFA2301268
200314,9974846441,9974846441,DG,20251225,2025-12-25 00:00:00,14,-76.83,"",PR_GR12_565_ONNR
200314,9974846478,9974846478,DG,20251225,2025-12-25 00:00:00,14,-245.03,"",PR_GR12_562_ONNR
200314,9974846819,9974846819,DG,20251225,2025-12-25 00:00:00,14,-369.46,"",PR_GR12_556_ONNR
200314,9974848346,9974848346,DR,20251226,2026-01-25 00:00:00,-17,568814.65,"",SFA4906453
200314,9974848347,9974848347,DR,20251226,2026-01-25 00:00:00,-17,17623.68,"",SFA4906455
200314,9974848348,9974848348,DR,20251226,2026-01-25 00:00:00,-17,594411.3200000001,"",SFA4906432
200314,9974848363,9974848363,DG,20251226,2025-12-26 00:00:00,13,-920.44,"",SFA2301411
200314,9974848364,9974848364,DG,20251226,2025-12-26 00:00:00,13,-1720.06,"",SFA2301480
200402,9974799008,9974799008,DR,20251202,2026-01-01 00:00:00,7,16177.630000000001,"",SFA98104185
200402,9974799010,9974799010,DR,20251202,2026-01-01 00:00:00,7,2844.07,"",SFA4104782
200402,9974799011,9974799011,DR,20251202,2026-01-01 00:00:00,7,85322.2,"",SFA4104783
200402,9974801633,9974801633,DG,20251203,2025-12-03 00:00:00,36,-3206.82,"",PR_GR12_72_ONNR
200402,9974807330,9974807330,DR,20251206,2026-01-05 00:00:00,3,196241.05000000002,"",SFA4104901
200402,9974823876,9974823876,DR,20251216,2026-01-15 00:00:00,-7,17775.420000000002,"",SFA4105047
200402,9974823877,9974823877,DR,20251216,2026-01-15 00:00:00,-7,4046.98,"",SFA4105042
200402,9974823878,9974823878,DR,20251216,2026-01-15 00:00:00,-7,3418.26,"",SFA4105043
200402,9974823879,9974823879,DR,20251216,2026-01-15 00:00:00,-7,1994.69,"",SFA4105048
200402,9974823880,9974823880,DR,20251216,2026-01-15 00:00:00,-7,1782.31,"",SFA4105049
200402,9974823881,9974823881,DR,20251216,2026-01-15 00:00:00,-7,9245.7,"",SFA4105050
200402,9974823882,9974823882,DR,20251216,2026-01-15 00:00:00,-7,11683.82,"",SFA4105038
200402,9974823883,9974823883,DR,20251216,2026-01-15 00:00:00,-7,5396.17,"",SFA4105046
200402,9974823884,9974823884,DR,20251216,2026-01-15 00:00:00,-7,38262.94,"",SFA4105039
200402,9974823886,9974823886,DR,20251216,2026-01-15 00:00:00,-7,18243.72,"",SFA4105040
200402,9974823892,9974823892,DR,20251216,2026-01-15 00:00:00,-7,30294.920000000002,"",SFA98104268
200402,9974832371,9974832371,DR,20251220,2026-01-19 00:00:00,-11,5598.43,"",SFA4105041
200402,9974832372,9974832372,DR,20251220,2026-01-19 00:00:00,-11,5678.400000000001,"",SFA4105044
200402,9974838717,9974838717,DG,20251223,2025-12-23 00:00:00,16,-2231,"",PR_GR12_518_ONNR
200402,9974858758,9974858758,DR,20260106,2026-02-05 00:00:00,-28,20385.91,"",SFA4105182
200409,9974774338,"",RV,20251118,2025-11-18 00:00:00,51,-150567.35,"",VR_WN11_01NKNR
200409,9974775434,9974775434,DG,20251118,2025-11-18 00:00:00,51,-65475,"",PR_WN11_23_NKNR
200409,9974775466,9974775466,DG,20251118,2025-11-18 00:00:00,51,-18915,"",PR_WN11_23_NKNR
200409,9974776939,"",RV,20251119,2025-11-19 00:00:00,50,-116958.91,"",VR_WN11_05NKNR
200409,9974780449,9974780449,DG,20251120,2025-11-20 00:00:00,49,-9700,"",PR_GR11_133_ONNR
200409,9974785789,9974785789,DG,20251124,2025-11-24 00:00:00,45,-1206.68,"",PR_GR11_512_ONNR
200409,9974789139,9974789139,DG,20251125,2025-11-25 00:00:00,44,-1590.8,"",PR_GR11_522_ONNR
200409,9974789149,9974789149,DG,20251125,2025-11-25 00:00:00,44,-3088.48,"",PR_GR11_520_ONNR
200409,9974799104,9974799104,DG,20251202,2025-12-02 00:00:00,37,-6790,"",PR_GR12_62_ONNR
200409,9974801639,9974801639,DG,20251203,2025-12-03 00:00:00,36,-15471.5,"",PR_GR12_70_ONNR
200409,9974801666,9974801666,DG,20251203,2025-12-03 00:00:00,36,-78139.32,"",PR_GR12_73_ONNR
200409,9974801891,9974801891,DG,20251203,2025-12-03 00:00:00,36,-3346.5,"",PR_GR12_84_ONNR
200409,9974802319,9974802319,DG,20251203,2025-12-03 00:00:00,36,-1552.97,"",PR_GR12_91_ONNR
200409,9974802408,9974802408,DG,20251203,2025-12-03 00:00:00,36,-970,"",PR_GR12_53_ONNR
200409,9974804527,9974804527,DG,20251204,2025-12-04 00:00:00,35,-9011.53,"",PR_GR12_97_ONNR
200409,9974804541,9974804541,DG,20251204,2025-12-04 00:00:00,35,-970,"",PR_GR12_100_ONNR
200409,9974804974,9974804974,DR,20251204,2026-01-03 00:00:00,5,166443.35,"",PO68110219
200409,9974806227,9974806227,DG,20251205,2025-12-05 00:00:00,34,-2241.35,"",PR_GR12_112_ONNR
200409,9974806228,9974806228,DG,20251205,2025-12-05 00:00:00,34,-8184.67,"",PR_GR12_109_ONNR
200409,9974806229,9974806229,DG,20251205,2025-12-05 00:00:00,34,-12359.06,"",PR_GR12_106_ONNR
200409,9974806230,9974806230,DG,20251205,2025-12-05 00:00:00,34,-1394.16,"",PR_GR12_116_ONNR
200409,9974806231,9974806231,DG,20251205,2025-12-05 00:00:00,34,-11468.04,"",PR_GR12_103_ONNR
200409,9974809339,9974809339,DG,20251208,2025-12-08 00:00:00,31,-10553.6,"",PR_WN12_13_NKNR
200409,9974809426,9974809426,DG,20251208,2025-12-08 00:00:00,31,-8293.5,"",PR_WN12_24_NKNR
200409,9974809431,9974809431,DG,20251208,2025-12-08 00:00:00,31,-15908,"",PR_WN12_24_NKNR
200409,9974809789,9974809789,DG,20251208,2025-12-08 00:00:00,31,-20370,"",PR_WN12_16_NKNR
200409,9974809810,9974809810,DG,20251208,2025-12-08 00:00:00,31,-4001.25,"",PR_WN12_16_NKNR
200409,9974810355,9974810355,DR,20251208,2026-01-07 00:00:00,1,125371.73,"",PO68120045
200409,9974810356,9974810356,DR,20251208,2026-01-07 00:00:00,1,10311.87,"",SFA97801944
200409,9974810357,9974810357,DR,20251208,2026-01-07 00:00:00,1,244630.89,"",FOC_PO68120045
200409,9974811529,9974811529,DG,20251209,2025-12-09 00:00:00,30,-17831.06,"",PR_GR12_122_ONNR
200409,9974813478,9974813478,DG,20251210,2025-12-10 00:00:00,29,-2252.2200000000003,"",PR_GR12_137_ONNR
200409,9974814006,9974814006,DR,20251210,2026-01-09 00:00:00,-1,817808.52,"",PO68120045
200409,9974815501,9974815501,DG,20251211,2025-12-11 00:00:00,28,-1140.3,"",PO67030051
200409,9974815515,9974815515,DG,20251211,2025-12-11 00:00:00,28,-2990.76,"",PO.67050082
200409,9974816884,9974816884,DR,20251212,2026-01-11 00:00:00,-3,938655.43,"",PO68120045
200409,9974816885,9974816885,DR,20251212,2026-01-11 00:00:00,-3,58874,"",FOC_PO68120045
200409,9974817687,9974817687,DG,20251212,2025-12-12 00:00:00,27,-34192.5,"",PR_GR12_188_ONNR
200409,9974834464,9974834464,DG,20251222,2025-12-22 00:00:00,17,-5432,"",PR_GR12_225_ONNR
200409,9974834557,9974834557,DG,20251222,2025-12-22 00:00:00,17,-766.1,"",PR_GR12_227_ONNR
200409,9974834585,9974834585,DG,20251222,2025-12-22 00:00:00,17,-1746,"",PR_GR12_229_ONNR
200409,9974834588,9974834588,DG,20251222,2025-12-22 00:00:00,17,-11848.550000000001,"",PR_GR12_232_ONNR
200409,9974834965,9974834965,DG,20251222,2025-12-22 00:00:00,17,-16761.6,"",PR_WN12_52_NKNR
200409,9974835702,9974835702,DG,20251222,2025-12-22 00:00:00,17,-7653.3,"",PR_WN12_49_NKNR
200409,9974836378,9974836378,DR,20251222,2026-01-21 00:00:00,-13,9491.33,"",FOC_PO68120262
200409,9974836379,9974836379,DR,20251222,2026-01-21 00:00:00,-13,109899.02,"",PO68120262
200409,9974836380,9974836380,DR,20251222,2026-01-21 00:00:00,-13,22556.28,"",FOC_PO68120264
200409,9974836381,9974836381,DR,20251222,2026-01-21 00:00:00,-13,438547.63,"",PO68120264
200409,9974838344,9974838344,DG,20251223,2025-12-23 00:00:00,16,-14550,"",PR_GR12_247_ONNR
200409,9974838397,9974838397,DG,20251223,2025-12-23 00:00:00,16,-250,"",PR_GR12_514_ONNR
200409,9974838410,9974838410,DG,20251223,2025-12-23 00:00:00,16,-1940,"",PR_GR12_245_ONNR
200409,9974838571,9974838571,DG,20251223,2025-12-23 00:00:00,16,-26932.05,"",PR_GR12_527_ONNR
200409,9974838579,9974838579,DG,20251223,2025-12-23 00:00:00,16,-20801.84,"",PR_GR12_524_ONNR
200409,9974838616,9974838616,DG,20251223,2025-12-23 00:00:00,16,-13070.75,"",PR_GR12_239_ONNR
200409,9974838729,9974838729,DG,20251223,2025-12-23 00:00:00,16,-3346.5,"",PR_GR12_520_ONNR
200409,9974839363,9974839363,DG,20251223,2025-12-23 00:00:00,16,-12222,"",PR_GR12_522_ONNR
200409,9974842497,9974842497,DG,20251224,2025-12-24 00:00:00,15,-3002.96,"",PR_GR12_579_ONNR
200409,9974842565,9974842565,DG,20251224,2025-12-24 00:00:00,15,-1455,"",PR_GR12_574_ONNR
200409,9974842576,9974842576,DG,20251224,2025-12-24 00:00:00,15,-970,"",PR_GR12_587_ONNR
200409,9974842580,9974842580,DG,20251224,2025-12-24 00:00:00,15,-3865.4500000000003,"",PR_GR12_590_ONNR
200409,9974843274,9974843274,DG,20251224,2025-12-24 00:00:00,15,-970,"",PR_GR12_599_ONNR
200409,9974843277,9974843277,DG,20251224,2025-12-24 00:00:00,15,-970,"",PR_GR12_599_ONNR
200409,9974843360,9974843360,DG,20251224,2025-12-24 00:00:00,15,-9700,"",PR_GR12_597_ONNR
200409,9974848336,9974848336,DG,20251226,2025-12-26 00:00:00,13,-601.6800000000001,"",PO.67030051.
200409,9974860734,9974860734,DG,20260107,2026-01-07 00:00:00,1,-4044.4100000000003,"",PO68120262
200444,9974798700,9974798700,DR,20251202,2026-01-01 00:00:00,7,19309.81,"674,890 PDC 15.01",SFA2809874
200444,9974806232,9974806232,DG,20251205,2025-12-05 00:00:00,34,-1368.3,"",PR_GR12_112_ONNR
200444,9974806233,9974806233,DG,20251205,2025-12-05 00:00:00,34,-756,"",PR_GR12_116_ONNR
200444,9974806234,9974806234,DG,20251205,2025-12-05 00:00:00,34,-113.10000000000001,"",PR_GR12_103_ONNR
200444,9974809240,9974809240,DG,20251208,2025-12-08 00:00:00,31,-1891.5,"",PR_WN12_24_NKNR
200444,9974809321,9974809321,DG,20251208,2025-12-08 00:00:00,31,-3104,"",PR_WN12_13_NKNR
200444,9974809411,9974809411,DG,20251208,2025-12-08 00:00:00,31,-3977,"",PR_WN12_24_NKNR
200444,9974809707,9974809707,DG,20251208,2025-12-08 00:00:00,31,-1105.8,"",PR_WN12_16_NKNR
200444,9974809712,9974809712,DG,20251208,2025-12-08 00:00:00,31,-4947,"",PR_WN12_16_NKNR
200444,9974811575,9974811575,DG,20251209,2025-12-09 00:00:00,30,-5630.86,"",PR_GR12_122_ONNR
200444,9974811956,9974811956,DR,20251209,2026-01-08 00:00:00,0,34588.91,"674,890 PDC 15.01",SFA96602270
200444,9974811957,9974811957,DR,20251209,2026-01-08 00:00:00,0,115334.17,"674,890 PDC 15.01",SFA96602271
200444,9974817916,9974817916,DG,20251212,2025-12-12 00:00:00,27,-478.2,"",PR_GR12_183_ONNR
200444,9974819409,9974819409,DR,20251214,2026-01-13 00:00:00,-5,57238.700000000004,"674,890 PDC 15.01",SFA2809935
200444,9974819410,9974819410,DR,20251214,2026-01-13 00:00:00,-5,25879.57,"674,890 PDC 15.01",FOC 2843672
200444,9974819411,9974819411,DR,20251214,2026-01-13 00:00:00,-5,60575.23,"674,890 PDC 15.01",SFA2809933
200444,9974829137,9974829137,DR,20251218,2026-01-17 00:00:00,-9,28114.86,"674,890 PDC 15.01",FOC PO200444
200444,9974829138,9974829138,DR,20251218,2026-01-17 00:00:00,-9,30713.600000000002,"674,890 PDC 15.01",SFA2809964
200444,9974831143,9974831143,DR,20251219,2026-01-18 00:00:00,-10,13076.12,"674,890 PDC 15.01",FOC_96602324
200444,9974831144,9974831144,DR,20251219,2026-01-18 00:00:00,-10,44845.55,"674,890 PDC 15.01",SFA96602327
200444,9974831145,9974831145,DR,20251219,2026-01-18 00:00:00,-10,169696.29,"674,890 PDC 15.01",SFA96602328
200444,9974831146,9974831146,DR,20251219,2026-01-18 00:00:00,-10,8198.5,"674,890 PDC 15.01",FOC_96602323
200444,9974831147,9974831147,DR,20251219,2026-01-18 00:00:00,-10,32454.38,"674,890 PDC 15.01",SFA96602326
200444,9974831155,9974831155,DR,20251219,2026-01-18 00:00:00,-10,8456.81,"674,890 PDC 15.01",SFA96602325
200444,9974832974,9974832974,DR,20251221,2026-01-20 00:00:00,-12,26408.02,"674,890 PDC 15.01",SFA2809982
200444,9974834562,9974834562,DG,20251222,2025-12-22 00:00:00,17,-102.15,"",PR_GR12_227_ONNR
200444,9974834598,9974834598,DG,20251222,2025-12-22 00:00:00,17,-3336.8,"",PR_WN12_55_NKNR
200444,9974834603,9974834603,DG,20251222,2025-12-22 00:00:00,17,-800,"",PR_WN12_55_NKNR
200444,9974834971,9974834971,DG,20251222,2025-12-22 00:00:00,17,-4719.05,"",PR_WN12_45_NKNR
200444,9974835002,9974835002,DG,20251222,2025-12-22 00:00:00,17,-7173.150000000001,"",PR_WN12_45_NKNR
200444,9974835024,9974835024,DG,20251222,2025-12-22 00:00:00,17,-3511.4,"",PR_WN12_42_NKNR
200444,9974835028,9974835028,DG,20251222,2025-12-22 00:00:00,17,-4636.6,"",PR_WN12_42_NKNR
200444,9974835036,9974835036,DG,20251222,2025-12-22 00:00:00,17,-6305,"",PR_WN12_45_NKNR
200444,9974835042,9974835042,DG,20251222,2025-12-22 00:00:00,17,-4384.400000000001,"",PR_WN12_42_NKNR
200444,9974835052,9974835052,DG,20251222,2025-12-22 00:00:00,17,-650,"",PR_WN12_65_NKNR
200444,9974835549,9974835549,DG,20251222,2025-12-22 00:00:00,17,-840,"",PR_WN12_74_NKNR
200444,9974835684,9974835684,DG,20251222,2025-12-22 00:00:00,17,-1746,"",PR_WN12_55_NKNR
200444,9974835730,9974835730,DG,20251222,2025-12-22 00:00:00,17,-1954.55,"",PR_WN12_68_NKNR
200444,9974835737,9974835737,DG,20251222,2025-12-22 00:00:00,17,-840,"",PR_WN12_55_NKNR
200444,9974835774,9974835774,DG,20251222,2025-12-22 00:00:00,17,-800,"",PR_WN12_74_NKNR
200444,9974835778,9974835778,DG,20251222,2025-12-22 00:00:00,17,-1746,"",PR_WN12_74_NKNR
200444,9974835933,9974835933,DG,20251222,2025-12-22 00:00:00,17,-7275,"",PR_WN12_71_NKNR
200444,9974836127,9974836127,DG,20251222,2025-12-22 00:00:00,17,-4980.95,"",PR_WN12_58_NKNR
200444,9974836149,9974836149,DG,20251222,2025-12-22 00:00:00,17,-400,"",PR_WN12_58_NKNR
200444,9974836179,9974836179,DG,20251222,2025-12-22 00:00:00,17,-650,"",PR_WN12_58_NKNR
200444,9974836183,9974836183,DG,20251222,2025-12-22 00:00:00,17,-1222.2,"",PR_WN12_58_NKNR
200444,9974836185,9974836185,DG,20251222,2025-12-22 00:00:00,17,-450,"",PR_WN12_58_NKNR
200444,9974836504,9974836504,DG,20251222,2025-12-22 00:00:00,17,-450,"",PR_WN12_65_NKNR
200444,9974836546,9974836546,DG,20251222,2025-12-22 00:00:00,17,-1052.45,"",PR_WN12_65_NKNR
200444,9974836558,9974836558,DG,20251222,2025-12-22 00:00:00,17,-400,"",PR_WN12_65_NKNR
200444,9974836562,9974836562,DG,20251222,2025-12-22 00:00:00,17,-1222.2,"",PR_WN12_65_NKNR
200444,9974836646,9974836646,DG,20251222,2025-12-22 00:00:00,17,-3104,"",PR_WN12_77_NKNR
200444,9974836823,9974836823,DG,20251222,2025-12-22 00:00:00,17,-1746,"",PR_WN12_62_NKNR
200444,9974836829,9974836829,DG,20251222,2025-12-22 00:00:00,17,-1251.3,"",PR_WN12_65_NKNR
200444,9974837715,9974837715,DG,20251223,2025-12-23 00:00:00,16,-1052.45,"",PR_WN12_58_NKNR
200444,9974837751,9974837751,DG,20251223,2025-12-23 00:00:00,16,-4947,"",PR_WN12_80_NKNR
200444,9974837753,9974837753,DG,20251223,2025-12-23 00:00:00,16,-1251.3,"",PR_WN12_58_NKNR
200444,9974837766,9974837766,DG,20251223,2025-12-23 00:00:00,16,-1105.8,"",PR_WN12_80_NKNR
200444,9974838352,9974838352,DG,20251223,2025-12-23 00:00:00,16,-80,"",PR_GR12_245_ONNR
200444,9974839268,9974839268,DG,20251223,2025-12-23 00:00:00,16,-6195.43,"",PR_GR12_547_ONNR
200444,9974839652,9974839652,DG,20251223,2025-12-23 00:00:00,16,-128,"",PR_GR12_239_ONNR
200444,9974843363,9974843363,DG,20251224,2025-12-24 00:00:00,15,-478.2,"",PR_GR12_588_ONNR
200444,9974846444,9974846444,DG,20251225,2025-12-25 00:00:00,14,-3156.94,"",PR_GR12_565_ONNR
200444,9974846481,9974846481,DG,20251225,2025-12-25 00:00:00,14,-1501.56,"",PR_GR12_533_ONNR
200444,9974846484,9974846484,DG,20251225,2025-12-25 00:00:00,14,-2234.14,"",PR_GR12_562_ONNR
200444,9974846823,9974846823,DG,20251225,2025-12-25 00:00:00,14,-970,"",PR_GR12_550_ONNR
200444,9974846824,9974846824,DG,20251225,2025-12-25 00:00:00,14,-3531.38,"",PR_GR12_556_ONNR
200444,9974860749,9974860749,DR,20260107,2026-02-06 00:00:00,-29,5729.08,"",SFA2810006
200444,9974860750,9974860750,DR,20260107,2026-02-06 00:00:00,-29,40335.15,"",SFA2810015
200444,9974860751,9974860751,DR,20260107,2026-02-06 00:00:00,-29,75656.63,"",SFA2810013
200444,9974860752,9974860752,DR,20260107,2026-02-06 00:00:00,-29,68445.43000000001,"",SFA2810014
200463,9974518997,9974518997,DG,20250526,2025-05-26 00:00:00,227,-160,"",PR_GR05_151_ONNR
200463,9974799548,9974799548,DR,20251202,2026-01-01 00:00:00,7,56609.22,"",FOC_97801921
200463,9974799549,9974799549,DR,20251202,2026-01-01 00:00:00,7,43737.23,"",SFA97801920
200463,9974861778,9974861778,DR,20260108,2026-02-07 00:00:00,-30,64227.200000000004,"",SFA97801980
200513,9974797807,9974797807,DR,20251201,2025-12-31 00:00:00,8,402.05,"",15534701
200513,9974797840,9974797840,DR,20251201,2025-12-31 00:00:00,8,1202.71,"",15522960
200513,9974797841,9974797841,DR,20251201,2025-12-31 00:00:00,8,2347.68,"",15546372
200513,9974810689,9974810689,DR,20251208,2026-01-07 00:00:00,1,1874.6200000000001,"",15565537
200513,9974810754,9974810754,DR,20251208,2026-01-07 00:00:00,1,3482.3,"",15577049
200513,9974812643,9974812643,DR,20251209,2026-01-08 00:00:00,0,4802.81,"",15588903
200513,9974814353,9974814353,DR,20251210,2026-01-09 00:00:00,-1,2538.9700000000003,"",15608532
200513,9974824548,9974824548,DR,20251216,2026-01-15 00:00:00,-7,660.13,"",15614506
200513,9974824830,9974824830,DR,20251216,2026-01-15 00:00:00,-7,1739.8500000000001,"",15620229
200513,9974829665,9974829665,DR,20251218,2026-01-17 00:00:00,-9,2532.07,"",15631905
200513,9974829738,9974829738,DR,20251218,2026-01-17 00:00:00,-9,2466.69,"",15651858
200513,9974831378,9974831378,DR,20251219,2026-01-18 00:00:00,-10,1165.7,"",15662926
200513,9974836956,9974836956,DR,20251222,2026-01-21 00:00:00,-13,2991.57,"",15675771
200513,9974847270,9974847270,DR,20251225,2026-01-24 00:00:00,-16,2688.82,"",15696925
200513,9974847332,9974847332,DR,20251225,2026-01-24 00:00:00,-16,6852.58,"",15701728
200513,9974857708,9974857708,DR,20260105,2026-02-04 00:00:00,-27,1523.33,"",15736881
200513,9974857709,9974857709,DR,20260105,2026-02-04 00:00:00,-27,2382.08,"",15757417
200596,9974859464,9974859464,DR,20260106,2026-01-07 00:00:00,1,979440.4500000001,"979,440.45 on 07.01 paid",CMI2601000000132
200596,9974861313,9974861313,DR,20260107,2026-01-08 00:00:00,0,946351.3,"",CMI2601000000169
200606,0800000007,"",MI,20260105,2026-02-19 00:00:00,-42,7796.76,Charge back cash discount inv# 23.12.2025,""
200606,0800015819,"",MI,20251224,2026-02-07 00:00:00,-30,7536.27,Charge back cash discount inv#  19/12/2025,""
200606,9974788354,9974788354,DG,20251125,2025-11-25 00:00:00,44,-48015,"",PR_IC11_17_SMNR
200606,9974788558,9974788558,DG,20251125,2025-11-25 00:00:00,44,-2151.38,"",PR_IC11_15_SMNR
200606,9974788607,9974788607,DG,20251125,2025-11-25 00:00:00,44,-17929.41,"",PR_IC11_16_SMNR
200606,9974788798,9974788798,DG,20251125,2025-11-25 00:00:00,44,-1109.6100000000001,"",PR_IC11_25_SMNR
200606,9974788808,9974788808,DG,20251125,2025-11-25 00:00:00,44,-2564.43,"",PR_IC11_25_SMNR
200606,9974788817,9974788817,DG,20251125,2025-11-25 00:00:00,44,-1164,"",PR_IC11_25_SMNR
200606,9974788824,9974788824,DG,20251125,2025-11-25 00:00:00,44,-1940,"",PR_IC11_25_SMNR
200606,9974788833,9974788833,DG,20251125,2025-11-25 00:00:00,44,-343.18,"",PR_IC11_25_SMNR
200606,9974806237,9974806237,DG,20251205,2025-12-05 00:00:00,34,-76076.57,"",PR_IC12_03_SMNR
200606,9974823823,9974823823,DG,20251216,2025-12-16 00:00:00,23,-2910,"",PR_IC12_17_SMNR
200606,9974823843,9974823843,DG,20251216,2025-12-16 00:00:00,23,-30994.05,"",PR_IC12_16_SMNR
200606,9974829990,9974829990,DR,20251219,2026-02-03 00:00:00,-26,997299.99,"",CMI2512000000461
200606,9974837261,9974837261,DR,20251223,2026-02-07 00:00:00,-30,1031771.2100000001,"",CMI2512000000537
